Country,City,PM2.5,Latitude,Longitude,sensorType,Date
Egypt,Cairo,45.0,30.04147,31.23289,reference grade,2024-06-30T14:00:00+00:00
Egypt,Cairo,48.0,30.04147,31.23289,reference grade,2024-06-30T13:00:00+00:00
Egypt,Cairo,31.0,30.04147,31.23289,reference grade,2024-06-30T12:00:00+00:00
Egypt,Cairo,27.0,30.04147,31.23289,reference grade,2024-06-30T11:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-30T10:00:00+00:00
Egypt,Cairo,33.0,30.04147,31.23289,reference grade,2024-06-30T09:00:00+00:00
Egypt,Cairo,34.0,30.04147,31.23289,reference grade,2024-06-30T08:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-30T07:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-30T06:00:00+00:00
Egypt,Cairo,74.0,30.04147,31.23289,reference grade,2024-06-30T05:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-30T04:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-30T03:00:00+00:00
Egypt,Cairo,65.0,30.04147,31.23289,reference grade,2024-06-30T02:00:00+00:00
Egypt,Cairo,45.0,30.04147,31.23289,reference grade,2024-06-30T01:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-30T00:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-29T23:00:00+00:00
Egypt,Cairo,24.0,30.04147,31.23289,reference grade,2024-06-29T22:00:00+00:00
Egypt,Cairo,34.0,30.04147,31.23289,reference grade,2024-06-29T21:00:00+00:00
Egypt,Cairo,35.0,30.04147,31.23289,reference grade,2024-06-29T20:00:00+00:00
Egypt,Cairo,31.0,30.04147,31.23289,reference grade,2024-06-29T19:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-29T18:00:00+00:00
Egypt,Cairo,23.0,30.04147,31.23289,reference grade,2024-06-29T17:00:00+00:00
Egypt,Cairo,29.0,30.04147,31.23289,reference grade,2024-06-29T16:00:00+00:00
Egypt,Cairo,31.0,30.04147,31.23289,reference grade,2024-06-29T15:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-29T14:00:00+00:00
Egypt,Cairo,45.0,30.04147,31.23289,reference grade,2024-06-29T13:00:00+00:00
Egypt,Cairo,46.0,30.04147,31.23289,reference grade,2024-06-29T12:00:00+00:00
Egypt,Cairo,25.0,30.04147,31.23289,reference grade,2024-06-29T11:00:00+00:00
Egypt,Cairo,28.0,30.04147,31.23289,reference grade,2024-06-29T10:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-29T09:00:00+00:00
Egypt,Cairo,31.0,30.04147,31.23289,reference grade,2024-06-29T08:00:00+00:00
Egypt,Cairo,29.0,30.04147,31.23289,reference grade,2024-06-29T07:00:00+00:00
Egypt,Cairo,27.0,30.04147,31.23289,reference grade,2024-06-29T06:00:00+00:00
Egypt,Cairo,21.0,30.04147,31.23289,reference grade,2024-06-29T05:00:00+00:00
Egypt,Cairo,26.0,30.04147,31.23289,reference grade,2024-06-29T04:00:00+00:00
Egypt,Cairo,29.0,30.04147,31.23289,reference grade,2024-06-29T03:00:00+00:00
Egypt,Cairo,32.0,30.04147,31.23289,reference grade,2024-06-29T02:00:00+00:00
Egypt,Cairo,47.0,30.04147,31.23289,reference grade,2024-06-29T01:00:00+00:00
Egypt,Cairo,26.0,30.04147,31.23289,reference grade,2024-06-29T00:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-28T23:00:00+00:00
Egypt,Cairo,37.0,30.04147,31.23289,reference grade,2024-06-28T22:00:00+00:00
Egypt,Cairo,44.0,30.04147,31.23289,reference grade,2024-06-28T21:00:00+00:00
Egypt,Cairo,48.0,30.04147,31.23289,reference grade,2024-06-28T20:00:00+00:00
Egypt,Cairo,41.0,30.04147,31.23289,reference grade,2024-06-28T19:00:00+00:00
Egypt,Cairo,30.0,30.04147,31.23289,reference grade,2024-06-28T18:00:00+00:00
Egypt,Cairo,28.0,30.04147,31.23289,reference grade,2024-06-28T17:00:00+00:00
Egypt,Cairo,26.0,30.04147,31.23289,reference grade,2024-06-28T16:00:00+00:00
Egypt,Cairo,34.0,30.04147,31.23289,reference grade,2024-06-28T15:00:00+00:00
Egypt,Cairo,33.0,30.04147,31.23289,reference grade,2024-06-28T14:00:00+00:00
Egypt,Cairo,47.0,30.04147,31.23289,reference grade,2024-06-28T13:00:00+00:00
Egypt,Cairo,41.0,30.04147,31.23289,reference grade,2024-06-28T12:00:00+00:00
Egypt,Cairo,48.0,30.04147,31.23289,reference grade,2024-06-28T11:00:00+00:00
Egypt,Cairo,52.0,30.04147,31.23289,reference grade,2024-06-28T10:00:00+00:00
Egypt,Cairo,32.0,30.04147,31.23289,reference grade,2024-06-28T09:00:00+00:00
Egypt,Cairo,35.0,30.04147,31.23289,reference grade,2024-06-28T08:00:00+00:00
Egypt,Cairo,25.0,30.04147,31.23289,reference grade,2024-06-28T07:00:00+00:00
Egypt,Cairo,26.0,30.04147,31.23289,reference grade,2024-06-28T06:00:00+00:00
Egypt,Cairo,21.0,30.04147,31.23289,reference grade,2024-06-28T05:00:00+00:00
Egypt,Cairo,20.0,30.04147,31.23289,reference grade,2024-06-28T04:00:00+00:00
Egypt,Cairo,19.0,30.04147,31.23289,reference grade,2024-06-28T03:00:00+00:00
Egypt,Cairo,24.0,30.04147,31.23289,reference grade,2024-06-28T02:00:00+00:00
Egypt,Cairo,25.0,30.04147,31.23289,reference grade,2024-06-28T01:00:00+00:00
Egypt,Cairo,31.0,30.04147,31.23289,reference grade,2024-06-28T00:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-27T23:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-27T22:00:00+00:00
Egypt,Cairo,35.0,30.04147,31.23289,reference grade,2024-06-27T21:00:00+00:00
Egypt,Cairo,38.0,30.04147,31.23289,reference grade,2024-06-27T20:00:00+00:00
Egypt,Cairo,41.0,30.04147,31.23289,reference grade,2024-06-27T19:00:00+00:00
Egypt,Cairo,42.0,30.04147,31.23289,reference grade,2024-06-27T18:00:00+00:00
Egypt,Cairo,57.0,30.04147,31.23289,reference grade,2024-06-27T17:00:00+00:00
Egypt,Cairo,51.0,30.04147,31.23289,reference grade,2024-06-27T16:00:00+00:00
Egypt,Cairo,51.0,30.04147,31.23289,reference grade,2024-06-27T15:00:00+00:00
Egypt,Cairo,53.0,30.04147,31.23289,reference grade,2024-06-27T14:00:00+00:00
Egypt,Cairo,53.0,30.04147,31.23289,reference grade,2024-06-27T13:00:00+00:00
Egypt,Cairo,65.0,30.04147,31.23289,reference grade,2024-06-27T12:00:00+00:00
Egypt,Cairo,69.0,30.04147,31.23289,reference grade,2024-06-27T11:00:00+00:00
Egypt,Cairo,66.0,30.04147,31.23289,reference grade,2024-06-27T10:00:00+00:00
Ethiopia,Addis Ababa Central,27.0,9.058498,38.761641,reference grade,2024-07-01T13:00:00+00:00
Ethiopia,Addis Ababa Central,26.0,9.058498,38.761641,reference grade,2024-07-01T12:00:00+00:00
Ethiopia,Addis Ababa Central,31.0,9.058498,38.761641,reference grade,2024-07-01T11:00:00+00:00
Ethiopia,Addis Ababa Central,32.0,9.058498,38.761641,reference grade,2024-07-01T10:00:00+00:00
Ethiopia,Addis Ababa Central,26.0,9.058498,38.761641,reference grade,2024-07-01T09:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T08:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T07:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T06:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T05:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T04:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T03:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T02:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T01:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-07-01T00:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T23:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T22:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T21:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T20:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T19:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T18:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T17:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T16:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T15:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T14:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T13:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T12:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T11:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T10:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T09:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T08:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T07:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T06:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T05:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T04:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T03:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T02:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T01:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-30T00:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T23:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T22:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T21:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T20:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T19:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T18:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T17:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T16:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T15:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T14:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T13:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T12:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T11:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T10:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T09:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T08:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T07:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T06:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T05:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T04:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T03:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T02:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T01:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-29T00:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T23:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T22:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T21:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T20:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T19:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T18:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T17:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T16:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T15:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T14:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T13:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T12:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T11:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T10:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T09:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T08:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T07:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T06:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T05:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T04:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T03:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T02:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T01:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-28T00:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T23:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T22:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T21:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T20:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T19:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T18:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T17:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T16:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T15:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T14:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T13:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T12:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T11:00:00+00:00
Ethiopia,Addis Ababa Central,-999.0,9.058498,38.761641,reference grade,2024-06-27T10:00:00+00:00
Germany,Enschede-Winkelhorst.,-0.12882,52.2345,6.91949,reference grade,2024-07-01T10:00:00+00:00
Germany,Enschede-Winkelhorst.,-2.17016,52.2345,6.91949,reference grade,2024-07-01T09:00:00+00:00
Germany,Enschede-Winkelhorst.,-3.61174,52.2345,6.91949,reference grade,2024-07-01T08:00:00+00:00
Germany,Enschede-Winkelhorst.,-5.97158,52.2345,6.91949,reference grade,2024-07-01T07:00:00+00:00
Germany,Enschede-Winkelhorst.,3.41682,52.2345,6.91949,reference grade,2024-07-01T05:00:00+00:00
Germany,Enschede-Winkelhorst.,1.389,52.2345,6.91949,reference grade,2024-07-01T04:00:00+00:00
Germany,Enschede-Winkelhorst.,12.924,52.2345,6.91949,reference grade,2024-07-01T03:00:00+00:00
Germany,Enschede-Winkelhorst.,10.709,52.2345,6.91949,reference grade,2024-07-01T02:00:00+00:00
Germany,Enschede-Winkelhorst.,12.9238,52.2345,6.91949,reference grade,2024-07-01T01:00:00+00:00
Germany,Enschede-Winkelhorst.,10.709,52.2345,6.91949,reference grade,2024-07-01T00:00:00+00:00
Germany,Enschede-Winkelhorst.,2.2663,52.2345,6.91949,reference grade,2024-06-30T23:00:00+00:00
Germany,Enschede-Winkelhorst.,-998.0,52.2345,6.91949,reference grade,2024-06-30T21:00:00+00:00
Germany,Enschede-Winkelhorst.,-3.97042,52.2345,6.91949,reference grade,2024-06-30T20:00:00+00:00
Germany,Enschede-Winkelhorst.,1.884,52.2345,6.91949,reference grade,2024-06-30T18:00:00+00:00
Germany,Enschede-Winkelhorst.,1.069,52.2345,6.91949,reference grade,2024-06-30T17:00:00+00:00
Germany,Enschede-Winkelhorst.,1.8841,52.2345,6.91949,reference grade,2024-06-30T16:00:00+00:00
Germany,Enschede-Winkelhorst.,1.06874,52.2345,6.91949,reference grade,2024-06-30T15:00:00+00:00
Germany,Enschede-Winkelhorst.,-0.29248,52.2345,6.91949,reference grade,2024-06-30T14:00:00+00:00
Germany,Enschede-Winkelhorst.,-3.51276,52.2345,6.91949,reference grade,2024-06-30T12:00:00+00:00
Germany,Enschede-Winkelhorst.,0.634,52.2345,6.91949,reference grade,2024-06-30T11:00:00+00:00
Germany,Enschede-Winkelhorst.,6.762,52.2345,6.91949,reference grade,2024-06-30T10:00:00+00:00
Germany,Enschede-Winkelhorst.,12.924,52.2345,6.91949,reference grade,2024-06-30T09:00:00+00:00
Germany,Enschede-Winkelhorst.,15.462,52.2345,6.91949,reference grade,2024-06-30T08:00:00+00:00
Germany,Enschede-Winkelhorst.,6.356,52.2345,6.91949,reference grade,2024-06-30T07:00:00+00:00
Germany,Enschede-Winkelhorst.,3.664,52.2345,6.91949,reference grade,2024-06-30T06:00:00+00:00
Germany,Enschede-Winkelhorst.,3.96,52.2345,6.91949,reference grade,2024-06-30T05:00:00+00:00
Germany,Enschede-Winkelhorst.,3.66378,52.2345,6.91949,reference grade,2024-06-30T04:00:00+00:00
Germany,Enschede-Winkelhorst.,7.962,52.2345,6.91949,reference grade,2024-06-30T03:00:00+00:00
Germany,Enschede-Winkelhorst.,6.52,52.2345,6.91949,reference grade,2024-06-30T02:00:00+00:00
Germany,Enschede-Winkelhorst.,14.08,52.2345,6.91949,reference grade,2024-06-30T01:00:00+00:00
Germany,Enschede-Winkelhorst.,5.827,52.2345,6.91949,reference grade,2024-06-30T00:00:00+00:00
Germany,Enschede-Winkelhorst.,5.751,52.2345,6.91949,reference grade,2024-06-29T23:00:00+00:00
Germany,Enschede-Winkelhorst.,4.214,52.2345,6.91949,reference grade,2024-06-29T22:00:00+00:00
Germany,Enschede-Winkelhorst.,5.75118,52.2345,6.91949,reference grade,2024-06-29T21:00:00+00:00
Germany,Enschede-Winkelhorst.,4.849,52.2345,6.91949,reference grade,2024-06-29T20:00:00+00:00
Germany,Enschede-Winkelhorst.,2.77,52.2345,6.91949,reference grade,2024-06-29T19:00:00+00:00
Germany,Enschede-Winkelhorst.,2.833,52.2345,6.91949,reference grade,2024-06-29T18:00:00+00:00
Germany,Enschede-Winkelhorst.,2.694,52.2345,6.91949,reference grade,2024-06-29T17:00:00+00:00
Germany,Enschede-Winkelhorst.,6.463,52.2345,6.91949,reference grade,2024-06-29T16:00:00+00:00
Germany,Enschede-Winkelhorst.,7.756,52.2345,6.91949,reference grade,2024-06-29T15:00:00+00:00
Germany,Enschede-Winkelhorst.,7.973,52.2345,6.91949,reference grade,2024-06-29T14:00:00+00:00
Germany,Enschede-Winkelhorst.,12.179,52.2345,6.91949,reference grade,2024-06-29T13:00:00+00:00
Germany,Enschede-Winkelhorst.,4.638,52.2345,6.91949,reference grade,2024-06-29T12:00:00+00:00
Germany,Enschede-Winkelhorst.,12.179,52.2345,6.91949,reference grade,2024-06-29T11:00:00+00:00
Germany,Enschede-Winkelhorst.,1.647,52.2345,6.91949,reference grade,2024-06-29T10:00:00+00:00
Germany,Enschede-Winkelhorst.,1.755,52.2345,6.91949,reference grade,2024-06-29T09:00:00+00:00
Germany,Enschede-Winkelhorst.,1.814,52.2345,6.91949,reference grade,2024-06-29T08:00:00+00:00
Germany,Enschede-Winkelhorst.,5.176,52.2345,6.91949,reference grade,2024-06-29T07:00:00+00:00
Germany,Enschede-Winkelhorst.,3.237,52.2345,6.91949,reference grade,2024-06-29T06:00:00+00:00
Germany,Enschede-Winkelhorst.,2.1,52.2345,6.91949,reference grade,2024-06-29T05:00:00+00:00
Germany,Enschede-Winkelhorst.,4.769,52.2345,6.91949,reference grade,2024-06-29T04:00:00+00:00
Germany,Enschede-Winkelhorst.,6.179,52.2345,6.91949,reference grade,2024-06-29T03:00:00+00:00
Germany,Enschede-Winkelhorst.,1.053,52.2345,6.91949,reference grade,2024-06-29T01:00:00+00:00
Germany,Enschede-Winkelhorst.,4.438,52.2345,6.91949,reference grade,2024-06-29T00:00:00+00:00
Germany,Enschede-Winkelhorst.,1.05306,52.2345,6.91949,reference grade,2024-06-28T23:00:00+00:00
Germany,Enschede-Winkelhorst.,0.56,52.2345,6.91949,reference grade,2024-06-28T22:00:00+00:00
Germany,Enschede-Winkelhorst.,5.36016,52.2345,6.91949,reference grade,2024-06-28T21:00:00+00:00
Germany,Enschede-Winkelhorst.,7.775,52.2345,6.91949,reference grade,2024-06-28T20:00:00+00:00
Germany,Enschede-Winkelhorst.,10.513,52.2345,6.91949,reference grade,2024-06-28T19:00:00+00:00
Germany,Enschede-Winkelhorst.,3.562,52.2345,6.91949,reference grade,2024-06-28T18:00:00+00:00
Germany,Enschede-Winkelhorst.,6.429,52.2345,6.91949,reference grade,2024-06-28T17:00:00+00:00
Germany,Enschede-Winkelhorst.,3.613,52.2345,6.91949,reference grade,2024-06-28T16:00:00+00:00
Germany,Enschede-Winkelhorst.,3.772,52.2345,6.91949,reference grade,2024-06-28T15:00:00+00:00
Germany,Enschede-Winkelhorst.,1.856,52.2345,6.91949,reference grade,2024-06-28T14:00:00+00:00
Germany,Enschede-Winkelhorst.,2.465,52.2345,6.91949,reference grade,2024-06-28T13:00:00+00:00
Germany,Enschede-Winkelhorst.,8.061,52.2345,6.91949,reference grade,2024-06-28T12:00:00+00:00
Germany,Enschede-Winkelhorst.,4.682,52.2345,6.91949,reference grade,2024-06-28T11:00:00+00:00
Germany,Enschede-Winkelhorst.,2.008,52.2345,6.91949,reference grade,2024-06-28T10:00:00+00:00
Germany,Enschede-Winkelhorst.,0.845,52.2345,6.91949,reference grade,2024-06-28T09:00:00+00:00
Germany,Enschede-Winkelhorst.,7.05,52.2345,6.91949,reference grade,2024-06-28T08:00:00+00:00
Germany,Enschede-Winkelhorst.,10.552,52.2345,6.91949,reference grade,2024-06-28T07:00:00+00:00
Germany,Enschede-Winkelhorst.,9.847,52.2345,6.91949,reference grade,2024-06-28T06:00:00+00:00
Germany,Enschede-Winkelhorst.,13.943,52.2345,6.91949,reference grade,2024-06-28T05:00:00+00:00
Germany,Enschede-Winkelhorst.,9.8466,52.2345,6.91949,reference grade,2024-06-28T04:00:00+00:00
Germany,Enschede-Winkelhorst.,13.943,52.2345,6.91949,reference grade,2024-06-28T03:00:00+00:00
Germany,Enschede-Winkelhorst.,4.348,52.2345,6.91949,reference grade,2024-06-28T02:00:00+00:00
Germany,Enschede-Winkelhorst.,9.141,52.2345,6.91949,reference grade,2024-06-28T01:00:00+00:00
Germany,Enschede-Winkelhorst.,10.376,52.2345,6.91949,reference grade,2024-06-28T00:00:00+00:00
Germany,Enschede-Winkelhorst.,8.331,52.2345,6.91949,reference grade,2024-06-27T23:00:00+00:00
Germany,Enschede-Winkelhorst.,7.549,52.2345,6.91949,reference grade,2024-06-27T22:00:00+00:00
Germany,Enschede-Winkelhorst.,6.623,52.2345,6.91949,reference grade,2024-06-27T21:00:00+00:00
Germany,Enschede-Winkelhorst.,3.178,52.2345,6.91949,reference grade,2024-06-27T20:00:00+00:00
Germany,Enschede-Winkelhorst.,5.315,52.2345,6.91949,reference grade,2024-06-27T19:00:00+00:00
Germany,Enschede-Winkelhorst.,4.447,52.2345,6.91949,reference grade,2024-06-27T18:00:00+00:00
Germany,Enschede-Winkelhorst.,1.387,52.2345,6.91949,reference grade,2024-06-27T17:00:00+00:00
Germany,Enschede-Winkelhorst.,2.464,52.2345,6.91949,reference grade,2024-06-27T16:00:00+00:00
Germany,Enschede-Winkelhorst.,5.637,52.2345,6.91949,reference grade,2024-06-27T15:00:00+00:00
Germany,Enschede-Winkelhorst.,8.598,52.2345,6.91949,reference grade,2024-06-27T14:00:00+00:00
Germany,Enschede-Winkelhorst.,11.081,52.2345,6.91949,reference grade,2024-06-27T13:00:00+00:00
Germany,Enschede-Winkelhorst.,14.1,52.2345,6.91949,reference grade,2024-06-27T12:00:00+00:00
Germany,Enschede-Winkelhorst.,7.989,52.2345,6.91949,reference grade,2024-06-27T11:00:00+00:00
Germany,Enschede-Winkelhorst.,13.649,52.2345,6.91949,reference grade,2024-06-27T10:00:00+00:00
